original,translate
#IntroRats,#IntroRats
You stop dead as you narrowly avoid stepping in a rust-red puddle,你突然停下了脚步，险些踩到一个铁锈红色的水坑
"The stench of blood fills your nostrils and as you look around in the dim light of the hold, you realize someone, or something fought for their life here",血腥的气味充斥着你的鼻腔，昏暗的船舱内，你意识到这里曾发生过一场生死搏斗
"The same moment the thought hits you, a hiss sounds from the shadows!",就在这时，阴影中传来一声嘶嘶声！
"You squint towards the shadows as a hunched, feral looking form slowly slinks forwards",你眯起眼睛，朝着阴影望去，一个蜷缩着、野兽般的样子缓慢地向前爬行
"Tiny, disgustingly human-like hands, yellow fangs and a grotesquely dexterous pink tail leave no doubt of the creature's rodent nature",小巧、令人作呕的人类般的手脚，黄色的獠牙和畸形的粉色尾巴，清楚地表明了这生物的啮齿类本性
"Though as it emerges from the shadows, it becomes abundantly clear that what may have started life as a common ship-rat, has now grown into something that has no right to exist",然而，当它从阴影中出现，你立刻明白，这可能曾是一只普通的船鼠，现在已经变成了不该存在的东西
A second hiss sounds behind you and the abominations lunge at you!,你身后再次传来一声嘶嘶声，这些怪物向你扑来！
#IntroRoland,#IntroRoland
Roland,罗兰
You emerge onto the ship's lower deck,你出现在船的下层甲板上
As your eyes adjust to the darkness you become aware of a hulking figure standing in the shadows,你的双眼逐渐适应了黑暗，你注意到阴影中站着一个魁梧的身影
{PLAYER}!,__PLACEHOLDER_0__！
Here at last,就在这里
growls a rough voice,一个粗犷的声音低吼道
Who’s there?,谁在那里？
Show yourself!,出现！
Freeze and listen carefully,停下，仔细听
Lunge at the figure,向那身影扑去
Have you lost your bloody mind?!,你是不是疯了！
Nobody is going to feel calmer for seeing you,没有人看到你会感到安心
"Until you hear screams, stay here",直到你听到尖叫声，就待在这里
You're right,你说得对
Follow me!,跟我来！
"Fine, and be careful - I hear it's bad luck to kill a guild-sailor",好吧，但要小心 - 我听说杀死公会水手是坏运气
Feeling jumpy?,你是不是神经紧张？
the brute growls with a smile,这个野蛮人笑着咆哮着
Roland?!,罗兰？！
Why're you skulking in the shadows?,你为什么躲在阴影里？
You tend to have that effect on people,你总是有这样的效果
Where are we?,我们现在在哪里？
"And you'll regret not stopping our boys from murdering them, if you don't get to the damn deck",如果你不赶快到甲板上去，你会后悔没有阻止我们的人杀了他们
"Besides, we'll need an escape route",而且，我们还需要一个逃生路线
Agreed,没问题
"They deserve disciplining, not death",他们应该受到惩戒，而不是死亡
Listen,听着
I've been doing this since you were at the teat,自从你还在吃奶的时候我就在做这个了
Let’s go,我们走
For all the good it will do,这一点都没有用
"Wait here, Roland",罗兰，待在这里
"There are two doors ahead - take the left, and we should be able to sneak past them without any trouble",前面有两扇门，走左边，我们应该可以不引起注意地从它们旁边溜过去
Anything else I should know?,还有其他需要注意的事情吗？
Famous last words,最后的话
"The figure in the shadows twists nimbly past your clumsy lunge, before thick arms wrap around your neck in a vice-like grip",阴影中的身影敏捷地绕过了你笨拙的扑击，随后粗壮的双臂像铁钳一样紧紧地扼住了你的脖子
Your assailant could surely snap your neck in an instance,你的对手随时都可以扭断你的脖子
"Just as your vision begins to narrow and your legs go limp, he relases you and you stumble forewards before spinning around",当你的视野开始变窄，双腿变得无力时，他松开了你，你踉跄着向前走了一步，然后转身
Who's there?,谁在那儿？
It’s Roland,是罗兰
Where the tides have you been?,你去哪儿了？
Why are you skulking around?,你鬼鬼祟祟地在做什么？
"Below decks, planning our landing",在船舱里，策划登陆计划
Why,为什么？
Mind your own fucking business!,管好你自己的逼逼乱讲！
What's going on?,发生什么事了？
The brute chuckles,粗壮的家伙咯咯笑着
Shadows suit a face like this just fine,对于这张脸来说，阴影再合适不过了
No matter,没关系
There is trouble and you’re needed on deck,甲板上有麻烦，你需要上去
Now,现在
What for?,为什么？
What’s all that noise?,什么 noise？
Have we arrived?,我们到目的地了吗？
Let's get this over with,让我们快点结束这件事
"The island is in sight, but the damn guilders refuse to land",岛屿已经近在眼前，但该死的商船就是不肯靠岸
They want to turn back,他们想要掉头回去
If we turn back - we lose our shot at the girl,如果我们掉头回去，我们就失去了抓住那个女孩的机会
Did they say why?,他们说原因了吗？
Ha,哈
the old veteran grunts in what passes as laughter for him,老兵哼了一声，那勉强算是他的笑声
Only superstitious bilge,只有迷信的胡言乱语
They claim they saw something in the water,他们声称在水中看到了什么东西
"Either way, our boys are about to show them some very real steel",不管怎样，我们的小伙子们就要给他们一些非常真实的钢刀
If we can't land - we lose our shot at the girl,如果我们不能靠岸，我们就失去了抓住那个女孩的机会
I knew I'd regret chartering a guilder ship,我就知道租用商船是个错误
And no-one gets paid,而没有人会得到报酬
"Listen here, I know our boys better than most",听好了，我知道我们的小伙子们比任何人都更了解
We've hired them to go to Idra and kill,我们雇佣他们去伊德拉杀戮
"If we don't pay them, things will go bad quickly",如果我们不付钱，事情会很快变得糟糕
But the sailors are bloody terrified,但水手们简直吓破了胆
They claim something is hunting us,他们声称有东西在追杀我们
Wait,等一下
"There're a few sailors up ahead, rattled as a pair of rabbits",前方有几个水手，紧张得像两只兔子
"We're not here to make friends, if that's what you're suggesting",我们来这里可不是为了交朋友，如果你的意思是这个
Is there a way past them?,有没有办法绕过他们？
Spill sailor-blood and the guild will want to make you pay,如果流下水手的血，公会会要求你赔偿
"Take the left door ahead, and spare us some trouble, and a pay cut",前方选择左边的门，这样可以避免麻烦，还能少拿一些报酬
Perhaps,或许
Anything else you feel compelled to tell me?,还有什么你非说不可的？
Let's just get off this bloody boat,让我们赶紧离开这该死的船
"Motioning for you to take the lead, Roland falls in behind you.'",伦多尔示意你带头，自己跟在你后面。
From above agitated shouts can be heard,上方传来愤怒的喊叫声
#IntroShipAwaken,#IntroShipAwaken
The Zephyr,海风号
"On the wine-dark, raging seas of the Outer Isles, a lone caravel struggles against the winds and waves towards the accursed island of Idra",在外岛狂暴的海面上，一艘孤独的卡拉维尔船逆风逆浪，艰难地驶向被诅咒的伊德拉岛
The moan of creaking timbers,木头吱吱作响的声音
The tang of preserved fish,保存鱼的咸味
Your eyes slowly adjust to the darkness of the ship's dimly lit hold,你的眼睛逐渐适应了船舱昏暗的光线
"Suddenly, something strikes the hull and the ship rocks violently",突然，船身被什么东西击中，船剧烈地摇晃起来
Your heart begins to pound and a feeling of unease grows in your stomach,你的心脏开始剧烈跳动，胃里涌起一种不安的感觉
"Rise, well rested and ready to go",充分休息，准备出发
"Get up, mouth dry and head pounding",起身时口干舌燥，头昏脑胀
Rouse yourself from deep meditation,从冥想中醒来
You get to your feet and become aware of agitated voices shouting up on deck,你站起身来，意识到甲板上有激动的声音在大声喊叫
Something is not right,有些不对劲
You should make your way up top and get a bearing on the situation,你应该上到甲板，弄清楚情况
Be on your way,动身吧
WARNING,警告
You are about to skip the intro and go straight to the mainland,你即将跳过开场，直接前往大陆
This is for PLAY-TESTING only and it is not the intended experience!,仅用于测试，这不是预期的游戏体验！
